,title,location,department,salary_range,company_profile,employment_type,required_experience,required_education,industry,function,fraudulent
4608,3456,398,2,0,959,2,1,0,0,2,0
4609,3457,77,578,0,572,1,1,0,43,8,0
4610,74,58,2,0,5,1,1,0,58,8,0
4611,2067,1408,2,0,5,1,2,0,5,2,0
4612,3128,0,2,131,193,1,3,0,9,8,0
4613,3458,20,2,349,960,1,2,1,9,8,0
4614,521,1294,2,0,899,1,1,0,0,19,0
4615,3459,58,2,0,5,1,1,1,54,2,0
4616,1035,1409,2,0,5,1,4,0,5,14,0
4617,3460,1387,3,0,3,1,2,1,2,3,0
4618,3461,0,135,0,0,3,3,0,4,2,0
4619,3462,132,2,0,2,0,1,0,25,2,0
4620,3463,7,16,0,5,1,2,1,47,8,0
4621,3464,1410,2,0,15,1,1,3,47,2,0
4622,2322,37,2,0,17,1,1,0,1,2,0
4623,3465,333,2,0,333,4,1,0,0,2,0
4624,3466,91,2,0,437,4,3,0,2,10,0
4625,3467,11,2,193,368,1,2,0,0,2,0
4626,3468,1411,2,0,242,2,1,0,0,2,0
4627,1424,128,2,0,115,1,3,0,6,5,0
4628,3469,554,2,0,218,3,1,3,3,4,0
4629,1634,80,3,318,499,1,5,1,1,3,0
4630,3470,979,213,0,5,2,1,0,0,2,0
4631,3471,1412,388,0,5,2,1,0,0,2,0
4632,3472,19,2,0,5,2,1,0,0,2,0
4633,56,436,2,0,27,4,4,1,16,12,0
4634,3473,3,2,0,163,2,1,0,0,2,0
4635,3474,132,2,0,115,1,3,0,6,3,0
4636,3475,32,2,315,316,1,3,1,5,3,0
4637,3476,1278,47,350,5,1,1,0,43,3,0
4638,3477,1413,2,0,15,1,1,3,0,2,0
4639,3478,3,2,0,163,1,2,1,81,2,0
4640,219,1414,113,0,109,1,2,0,5,2,0
4641,3479,1211,579,0,5,2,1,0,0,2,0
4642,3480,236,2,0,447,1,1,0,31,2,0
4643,3481,20,2,105,5,1,2,6,5,6,0
4644,3482,114,580,0,163,2,1,2,0,2,0
4645,3483,36,17,0,876,1,2,1,5,6,0
4646,3484,1415,2,0,961,2,1,0,50,2,0
4647,3485,3,2,0,163,1,2,1,81,2,0
4648,3486,59,111,0,166,1,3,1,5,28,0
4649,3487,39,2,0,115,1,3,0,6,3,0
4650,3488,1416,2,0,962,2,1,0,0,2,1
4651,808,1417,2,0,5,2,1,0,0,2,0
4652,3489,1418,2,0,15,1,4,3,34,9,0
4653,3490,3,2,0,163,1,3,1,81,31,0
4654,2872,348,2,0,859,2,1,0,0,2,0
4655,3491,1419,2,0,5,2,1,0,0,2,0
4656,3492,348,17,0,5,1,6,1,21,6,0
4657,2180,28,2,0,5,2,1,0,0,2,0
4658,3493,851,281,0,5,2,1,0,0,2,0
4659,3494,114,2,351,902,1,2,0,5,2,0
4660,3495,93,2,0,5,1,4,3,3,9,1
4661,3496,114,2,0,5,1,2,1,5,6,0
4662,915,617,2,0,5,1,2,1,6,5,0
4663,3497,100,2,16,963,1,3,1,48,10,0
4664,3498,89,581,0,5,2,1,0,0,2,0
4665,3499,91,45,0,248,1,2,1,9,24,0
4666,3500,11,582,0,171,3,4,3,41,0,0
4667,2007,976,2,0,5,2,1,0,0,2,0
4668,3501,447,5,4,964,1,6,3,28,18,1
4669,1035,1420,2,0,5,1,4,0,5,14,0
4670,212,1421,2,352,965,1,4,7,6,24,0
4671,3502,512,2,0,5,2,1,0,0,2,0
4672,3503,1208,122,353,966,1,4,3,34,9,0
4673,3504,1422,2,0,218,2,1,0,0,2,0
4674,3505,510,2,0,967,1,1,0,2,2,0
4675,3506,549,2,0,5,2,1,0,21,27,1
4676,893,42,2,0,5,2,1,0,0,2,0
4677,118,1423,2,0,27,4,1,1,16,12,0
4678,3507,814,2,0,58,2,1,0,0,2,0
4679,3508,91,2,0,5,4,2,0,2,2,0
4680,3509,1424,2,0,5,1,1,0,21,3,1
4681,3510,11,2,299,165,1,4,1,56,16,0
4682,3511,1425,377,0,228,1,3,1,47,21,0
4683,3512,59,2,0,201,4,1,0,19,2,0
4684,3513,6,354,0,42,0,1,0,23,7,0
4685,901,584,92,0,41,1,3,3,6,1,0
4686,3514,1426,583,0,5,2,1,0,0,2,0
4687,3515,711,2,0,504,2,1,0,0,2,0
4688,3516,1427,584,0,5,2,1,0,0,2,0
4689,3517,11,3,0,316,1,2,1,2,3,0
4690,3518,1428,585,0,270,2,1,0,0,2,0
4691,3519,59,61,0,166,1,6,1,5,5,0
4692,248,11,3,5,675,1,1,0,0,3,0
4693,3520,546,3,5,5,1,3,0,59,3,0
4694,736,1009,2,0,5,1,1,0,0,2,0
4695,3521,132,2,0,5,1,1,0,15,19,1
4696,3522,0,2,0,294,1,1,0,0,2,0
4697,587,420,2,0,115,1,3,0,6,3,0
4698,3523,114,135,0,0,2,1,0,0,2,0
4699,3524,123,2,354,968,1,4,10,15,1,0
4700,3525,114,2,0,969,2,1,0,0,2,0
4701,3526,1174,2,0,237,1,6,1,55,5,0
4702,928,1173,2,0,5,1,3,0,6,3,0
4703,2913,22,2,0,970,1,3,1,2,6,0
4704,3527,1429,269,0,568,1,4,7,5,6,0
4705,482,59,586,0,939,2,1,0,0,2,0
4706,3528,864,2,0,5,2,1,0,0,2,0
4707,3529,1430,587,0,5,2,1,0,0,2,0
4708,3530,80,2,0,5,1,4,0,54,6,0
4709,3531,0,2,0,971,1,1,1,6,9,0
4710,3532,7,2,0,225,2,1,0,0,2,0
4711,3533,1431,0,0,5,2,1,0,0,2,0
4712,35,1432,2,0,27,4,1,1,16,2,0
4713,3534,236,529,0,447,1,2,1,31,14,0
4714,3535,37,82,0,595,2,1,0,0,2,0
4715,248,472,2,0,166,1,2,2,9,19,0
4716,3536,6,2,0,5,2,1,0,0,2,0
4717,3537,1433,2,0,370,2,1,0,0,2,0
4718,3538,158,3,355,258,1,4,1,5,3,0
4719,3539,408,113,84,109,1,2,0,5,6,0
4720,3540,549,2,0,386,1,1,0,0,2,0
4721,3541,20,588,0,647,1,3,0,25,18,0
4722,3542,80,2,0,193,1,3,1,9,23,0
4723,3543,123,2,0,5,2,1,0,0,2,0
4724,1204,1434,589,0,578,1,2,0,0,2,0
4725,3544,49,2,0,972,3,1,0,1,2,0
4726,551,40,2,356,5,1,2,1,5,6,0
4727,3545,1435,2,0,5,1,3,1,5,6,0
4728,63,1436,590,0,578,2,1,0,0,2,0
4729,935,59,19,0,166,1,6,2,5,18,0
4730,3546,1437,2,357,5,1,1,0,5,1,0
4731,3547,59,0,0,5,1,1,1,49,0,0
4732,3548,301,17,0,534,1,2,0,1,6,0
4733,418,0,2,0,294,0,4,0,9,2,0
4734,1839,566,160,0,40,2,1,0,0,2,0
4735,3549,1211,2,0,12,1,2,1,1,6,0
4736,3550,11,2,350,5,3,1,0,10,9,0
4737,3551,1438,2,0,5,2,1,0,0,2,1
4738,3552,216,9,0,578,2,1,0,0,2,0
4739,928,128,2,0,5,1,3,0,6,3,0
4740,3553,513,2,0,5,1,1,0,0,2,0
4741,3554,74,2,0,973,1,2,1,2,2,0
4742,728,26,2,0,17,1,1,0,28,2,0
4743,3555,803,591,42,964,1,3,3,13,1,1
4744,3556,1276,176,57,974,1,3,1,12,3,0
4745,3557,1200,2,0,569,1,1,3,3,1,0
4746,1006,1439,0,0,5,2,1,0,0,2,0
4747,74,658,2,0,464,1,3,1,5,15,0
4748,3558,176,325,0,638,2,1,0,0,2,0
4749,3555,72,592,118,964,1,3,3,13,1,1
4750,3559,1440,47,0,5,2,1,0,0,2,0
4751,3560,1441,2,122,905,1,3,1,5,16,0
4752,3561,666,0,0,975,1,3,1,4,0,0
4753,3562,1442,17,0,5,2,1,0,0,2,0
4754,3563,3,2,0,163,1,2,1,81,2,0
4755,142,11,39,0,282,1,3,0,5,6,0
4756,3564,7,17,0,5,4,1,0,0,6,0
4757,3565,1329,257,0,5,1,1,0,21,36,0
4758,35,929,2,0,27,4,1,1,16,2,0
4759,3566,216,9,0,578,1,3,1,21,4,0
4760,3567,59,0,0,5,1,2,1,49,0,0
4761,3568,1443,2,0,5,4,1,3,68,24,1
4762,3569,80,2,0,146,2,1,0,0,2,0
4763,3570,1444,489,0,5,1,2,0,5,6,0
4764,3571,77,593,0,319,1,4,1,6,14,0
4765,3572,1445,2,0,572,2,1,0,0,2,0
4766,3573,786,126,0,578,2,1,0,0,2,0
4767,139,704,2,26,5,1,4,3,6,3,0
4768,3574,132,2,0,2,2,1,0,0,2,0
4769,3575,53,193,0,34,5,4,0,0,2,0
4770,124,111,2,0,471,1,1,0,2,6,0
4771,3576,114,2,0,5,4,1,0,0,6,0
4772,3577,1126,444,0,5,2,1,0,0,2,1
4773,3578,7,2,0,5,4,1,0,0,6,0
4774,3579,27,2,0,561,2,1,0,0,2,0
4775,3580,1446,2,0,902,1,2,1,39,6,0
4776,3581,59,2,0,166,1,3,1,5,1,0
4777,3582,1447,2,0,5,1,3,0,113,3,0
4778,3583,1448,2,0,5,3,3,0,15,2,0
4779,3584,1402,3,0,572,1,3,3,43,3,0
4780,578,59,594,0,5,2,1,0,0,2,0
4781,3585,80,2,0,5,1,3,1,23,30,0
4782,3341,864,2,0,5,2,1,0,0,2,0
4783,3586,184,595,159,478,1,0,1,48,10,0
4784,3587,11,2,0,92,1,3,1,2,6,0
4785,3588,3,2,0,163,1,2,1,81,2,0
4786,3589,1310,2,0,684,2,1,0,0,2,0
4787,3590,58,2,0,0,2,1,0,0,2,0
4788,1823,100,2,0,4,1,2,0,1,3,0
4789,928,1173,2,0,5,1,3,0,6,3,0
4790,3591,10,2,0,902,1,2,1,4,6,0
4791,3592,0,2,0,49,1,3,0,2,15,0
4792,425,1449,596,0,89,1,2,1,9,14,0
4793,3593,0,2,0,212,2,1,0,0,2,0
4794,3594,184,17,159,478,1,0,1,5,6,0
4795,3595,952,2,268,685,5,2,0,6,9,0
4796,3596,1450,2,0,15,1,1,0,47,9,0
4797,3597,174,2,0,525,1,2,0,6,0,0
4798,124,213,34,0,976,2,1,0,0,2,0
4799,124,244,2,0,882,2,1,0,0,2,0
4800,3598,666,2,0,81,1,1,0,3,2,0
4801,1155,1173,2,0,5,1,2,1,6,5,0
4802,3599,549,2,0,386,5,4,3,37,3,0
4803,3600,65,597,0,724,2,1,0,0,2,0
4804,3601,1211,2,358,5,1,1,0,14,2,1
4805,3602,941,2,0,111,1,4,3,0,4,0
4806,3603,184,598,0,977,1,1,1,90,2,0
4807,893,1451,599,0,5,1,4,0,28,18,1
4808,3604,371,30,0,277,1,2,1,9,29,0
4809,3605,114,2,0,468,2,1,0,0,2,0
4810,3606,589,47,0,766,2,1,0,0,2,0
4811,3607,301,2,176,5,3,2,2,81,12,1
4812,3608,91,2,359,329,1,1,1,3,2,0
4813,3199,66,600,0,978,4,2,1,7,31,0
4814,3609,944,2,130,979,4,1,0,0,3,0
4815,3610,205,240,0,193,2,1,0,0,2,0
4816,3611,1452,2,135,213,1,4,3,3,1,0
4817,928,178,2,0,980,1,3,0,2,3,0
4818,3612,77,2,0,5,2,1,0,0,2,0
4819,3613,1090,2,0,5,1,4,1,3,4,0
4820,3614,1446,2,0,902,1,2,7,39,6,0
4821,2540,358,2,76,240,1,4,1,59,9,0
4822,291,1453,17,0,5,2,1,0,0,2,0
4823,3615,59,2,0,166,1,3,7,5,1,0
4824,3616,319,2,0,206,5,4,3,62,9,0
4825,3424,1454,3,0,572,2,1,0,0,2,0
4826,35,1455,2,0,27,4,1,1,16,2,0
4827,3617,546,2,4,4,1,3,0,5,6,0
4828,1109,266,34,0,3,1,2,1,5,6,0
4829,3618,1456,2,164,575,1,6,1,37,6,0
4830,3619,37,2,0,9,1,4,3,6,9,0
4831,684,673,2,0,594,1,2,0,2,6,0
4832,448,1457,129,0,210,1,2,1,12,8,1
4833,3620,11,2,0,315,1,1,0,0,30,0
4834,3621,111,212,0,471,1,3,1,2,1,0
4835,3622,3,2,0,163,2,1,0,0,2,0
4836,3623,101,2,0,344,2,1,0,0,2,0
4837,2305,200,39,0,60,2,1,0,0,2,0
4838,29,1458,2,0,9,1,4,3,51,9,0
4839,3624,6,157,0,5,1,2,0,5,15,0
4840,3625,11,30,0,314,1,2,2,2,8,0
4841,3626,670,2,0,5,1,2,1,0,19,0
4842,3627,161,2,0,981,2,1,0,0,2,0
4843,3628,1421,2,360,965,1,3,0,2,2,0
4844,3629,60,2,0,17,1,1,0,51,2,0
4845,3630,27,488,0,5,2,1,0,0,2,0
4846,35,1459,2,0,27,4,1,1,16,2,0
4847,3631,59,2,0,330,1,2,1,6,24,0
4848,3632,114,2,139,5,1,3,3,85,3,0
4849,3633,184,16,0,20,1,2,0,12,8,0
4850,3634,333,263,0,217,2,1,0,0,14,0
4851,3635,58,86,0,192,1,5,2,3,4,0
4852,578,322,2,0,727,1,3,0,12,30,0
4853,3636,446,0,361,303,1,4,1,27,0,0
4854,3637,587,2,0,745,1,2,1,109,0,0
4855,3638,0,2,0,5,4,2,0,5,6,0
4856,1109,19,17,0,492,2,1,0,0,2,0
4857,3639,1460,2,0,5,2,1,0,0,2,0
4858,2954,229,2,0,15,1,1,3,0,9,0
4859,970,1461,3,362,5,1,6,0,2,3,0
4860,212,1294,2,0,5,2,1,0,0,2,0
4861,3640,89,2,0,604,1,4,3,1,3,0
4862,3641,0,2,0,445,1,2,1,5,2,0
4863,3333,161,17,0,341,1,3,1,2,6,0
4864,3642,184,19,159,478,1,0,1,28,18,0
4865,3643,89,223,0,147,1,3,1,5,3,0
4866,3644,59,16,0,533,1,2,1,5,8,0
4867,3645,1462,3,0,3,1,4,1,2,3,0
4868,3646,239,2,363,928,1,2,1,2,19,0
4869,3647,22,2,0,338,1,4,0,5,1,0
4870,398,89,3,0,5,2,1,0,0,2,0
4871,3648,72,276,0,982,1,1,0,1,22,0
4872,124,493,183,0,427,2,1,0,0,2,0
4873,9,128,2,0,9,3,4,3,13,1,0
4874,3649,32,0,0,117,1,3,1,1,0,0
4875,407,631,16,364,5,1,4,1,9,8,0
4876,3650,93,2,0,983,4,2,5,5,10,0
4877,915,617,2,0,5,1,2,0,6,5,0
4878,3651,114,2,0,15,1,4,3,0,9,0
4879,3652,140,30,0,89,2,1,0,0,2,0
4880,29,123,2,0,9,1,4,3,22,1,0
4881,3653,299,601,0,5,2,1,0,0,2,0
4882,3654,980,2,329,702,5,2,7,78,0,0
4883,3655,1276,602,365,974,1,4,7,12,1,0
4884,3656,6,16,0,42,1,2,0,23,8,0
4885,3657,1463,2,366,5,1,6,0,25,5,0
4886,3658,11,2,0,174,4,2,0,18,6,0
4887,58,445,2,0,27,4,1,1,16,2,0
4888,3659,11,603,0,428,1,2,1,5,6,0
4889,3660,270,2,0,181,1,1,2,0,12,0
4890,3661,7,2,0,984,2,1,0,0,2,0
4891,3662,525,16,0,985,1,2,1,5,6,0
4892,1851,926,102,0,118,2,4,3,12,1,0
4893,3663,140,415,0,89,1,4,1,9,21,0
4894,3664,7,0,0,57,2,1,0,0,2,0
4895,3665,11,2,53,251,2,1,0,0,2,0
4896,3666,963,364,0,5,1,1,0,70,9,0
4897,9,72,2,0,9,3,4,3,6,1,0
4898,1536,37,30,0,986,1,1,0,0,2,0
4899,3667,3,2,0,163,2,1,0,0,2,0
4900,3668,174,2,0,145,1,3,1,22,25,0
4901,35,1464,2,0,27,4,1,1,16,2,0
4902,1938,11,604,16,193,1,2,1,9,35,0
4903,3669,613,2,0,218,2,4,3,3,4,0
4904,753,114,2,0,468,2,1,0,0,2,0
4905,928,0,0,0,5,2,1,0,0,2,0
4906,3670,114,2,0,468,2,1,0,0,2,0
4907,293,0,2,0,400,1,1,0,9,0,0
4908,118,1465,2,0,27,4,1,1,16,12,0
4909,3671,910,2,0,15,2,1,3,3,9,0
4910,3672,957,2,367,5,1,4,3,50,9,1
4911,3673,49,2,0,445,1,1,0,90,2,0
4912,3674,1466,34,368,987,1,4,1,2,8,0
4913,3675,126,2,68,5,1,4,1,5,6,0
4914,3636,446,0,181,303,1,5,0,27,0,0
4915,35,352,2,0,27,4,1,1,16,2,0
4916,3676,59,2,0,580,3,0,0,2,2,0
4917,3677,1467,78,0,5,2,1,0,0,2,0
4918,340,37,2,0,5,1,2,1,1,27,0
4919,3678,1468,7,0,20,1,2,1,12,3,0
4920,3679,195,2,98,287,1,3,1,40,1,0
4921,728,93,2,0,17,1,1,0,28,2,0
4922,3680,448,605,29,5,1,3,8,3,27,0
4923,3359,334,2,0,218,3,1,3,3,4,0
4924,3681,114,2,0,279,2,1,0,0,2,0
4925,352,1469,2,0,809,1,3,1,5,6,0
4926,3682,454,2,0,381,1,3,1,5,6,0
4927,3683,1470,2,369,5,1,4,3,59,5,0
4928,418,270,2,0,181,2,1,7,0,2,0
4929,3684,1471,606,0,988,1,1,0,0,2,0
4930,99,114,135,0,0,1,1,0,0,2,0
4931,3685,348,2,0,859,4,3,0,5,2,0
4932,3686,840,2,0,5,3,3,3,22,3,0
4933,3687,1472,2,0,617,2,1,0,0,2,0
4934,3688,865,356,0,623,2,1,0,0,2,0
4935,497,59,2,0,800,1,2,1,5,8,0
4936,407,147,2,0,93,1,3,1,11,8,0
4937,3689,3,2,0,989,1,3,0,82,3,0
4938,3690,1473,3,0,5,2,1,0,0,2,0
4939,3691,242,2,370,5,3,1,0,6,24,1
4940,3692,101,607,371,990,2,1,1,0,4,0
4941,3693,239,608,0,270,1,1,1,0,26,0
4942,1209,1474,2,0,5,2,1,0,0,2,0
4943,3694,101,2,0,344,2,1,0,0,2,0
4944,3695,1475,2,0,991,1,4,0,1,3,0
4945,3696,0,2,372,5,1,2,1,5,6,0
4946,3697,1476,0,0,230,1,4,1,40,0,0
4947,928,128,2,0,5,1,3,0,6,3,0
4948,1078,408,113,0,109,1,2,0,5,6,0
4949,3698,184,16,159,478,1,0,1,116,8,0
4950,3699,333,609,0,217,2,1,0,0,2,0
4951,3700,172,34,327,66,1,3,0,6,6,0
4952,3701,172,34,68,66,1,3,0,6,6,0
4953,35,1477,2,0,27,4,1,1,16,2,0
4954,3702,1291,350,0,676,3,4,3,31,2,0
4955,3703,1421,2,373,965,1,4,0,6,8,0
4956,3704,20,610,0,103,2,1,0,0,2,0
4957,578,1478,2,0,23,1,3,0,5,2,0
4958,3705,1479,2,0,358,1,2,1,27,3,0
4959,1931,948,17,0,5,2,1,0,0,2,0
4960,1564,59,16,0,20,1,2,0,12,8,0
4961,3706,715,611,0,510,2,1,0,0,2,0
4962,35,1480,2,0,27,4,1,1,16,2,0
4963,3707,58,0,110,469,1,2,1,9,0,0
4964,3708,1481,3,0,992,1,3,1,37,3,0
4965,3709,1482,2,0,5,2,1,0,0,2,0
4966,35,1173,2,0,27,4,1,1,16,2,0
4967,3710,1080,2,374,411,4,3,6,117,19,1
4968,3711,1483,2,72,830,1,1,8,34,7,0
4969,982,69,2,0,704,3,1,3,19,2,0
4970,1254,719,231,0,383,3,1,0,59,2,0
4971,3712,1484,2,0,29,1,1,0,17,2,0
4972,35,1485,2,0,27,4,1,1,16,2,0
4973,35,1486,2,0,27,4,1,1,16,2,0
4974,3713,817,17,0,5,2,1,0,0,2,0
4975,3714,1040,2,0,732,2,1,1,29,3,0
4976,3715,93,16,0,993,1,2,0,9,8,0
4977,2435,11,3,0,282,1,2,1,5,3,0
4978,773,12,2,0,994,1,2,1,60,2,0
4979,3716,244,2,0,5,2,4,0,0,2,0
4980,3717,59,612,0,518,2,1,0,0,2,0
4981,3718,287,2,0,187,1,4,3,6,3,0
4982,551,11,39,0,282,1,2,1,5,6,0
4983,3719,448,2,0,147,1,1,0,0,17,0
4984,3720,58,2,0,16,2,1,0,0,2,0
4985,3721,11,39,0,282,1,2,1,5,6,0
4986,3722,11,39,0,282,1,2,1,5,6,0
4987,3723,11,2,108,995,1,2,1,5,6,0
4988,3724,7,2,0,257,1,6,1,7,9,0
4989,118,1487,2,0,27,4,4,1,16,12,0
4990,3725,61,47,0,285,3,3,3,59,3,0
4991,3726,568,2,0,395,0,4,3,85,33,0
4992,118,1488,2,0,27,4,4,1,16,12,0
4993,3727,80,2,0,10,1,2,0,9,25,0
4994,56,1489,2,0,27,4,4,1,16,12,0
4995,3728,817,2,0,5,2,1,0,0,2,0
4996,9,0,2,0,9,3,4,3,6,1,0
4997,3729,114,2,0,468,2,1,0,0,2,0
4998,74,0,2,0,234,1,1,0,0,15,0
4999,3730,1490,2,0,5,1,4,0,2,3,0
5000,3731,114,2,0,468,2,1,0,0,2,0
5001,3732,223,2,0,57,1,1,0,2,6,0
5002,192,498,2,0,27,4,1,1,16,2,0
5003,3733,1491,2,375,5,1,6,1,37,24,0
5004,3734,0,572,0,5,5,1,0,54,24,0
5005,3735,6,2,0,5,1,2,1,48,10,0
5006,3736,184,0,159,478,1,0,1,1,0,0
5007,3737,1492,27,0,60,1,3,0,0,2,0
5008,2792,1493,2,0,145,1,3,7,9,21,0
5009,79,244,2,0,9,3,4,3,3,9,0
5010,3738,1494,2,0,705,1,1,0,10,2,0
5011,3739,0,25,0,47,1,4,1,60,22,0
5012,3740,270,2,0,181,2,1,2,0,12,0
5013,3741,7,16,0,220,1,1,0,0,8,0
5014,1393,789,2,131,4,1,2,7,21,13,0
5015,3742,1133,613,0,815,4,2,0,14,17,0
5016,3743,132,614,0,5,1,1,0,15,8,1
5017,248,237,615,132,930,1,3,1,9,1,0
5018,3744,1495,2,0,218,3,1,3,3,4,0
5019,3745,39,2,0,843,4,2,1,5,6,0
5020,3746,353,123,0,233,1,1,0,5,0,0
5021,113,36,17,0,876,1,2,1,5,6,0
5022,3747,114,2,0,468,2,1,0,0,2,0
5023,3748,322,250,0,362,1,2,1,9,0,0
5024,3749,59,2,0,178,2,1,0,0,2,0
5025,901,803,2,176,5,1,4,3,12,1,1
5026,3750,32,5,0,5,2,1,0,0,2,1
5027,3751,463,615,221,23,1,2,0,0,1,0
5028,3752,20,30,0,91,1,4,1,1,6,0
5029,36,1496,2,0,27,4,1,1,16,2,0
5030,817,826,616,0,366,1,3,3,40,2,0
5031,3753,1497,2,0,5,1,1,0,70,2,0
5032,3754,1118,617,0,996,2,1,0,0,2,0
5033,99,1028,17,0,5,2,1,0,0,2,0
5034,407,817,17,0,5,2,1,0,0,2,0
5035,3755,1498,17,0,997,1,2,1,5,6,0
5036,1836,732,2,0,596,1,4,3,1,3,0
5037,3756,1499,2,0,596,5,4,3,1,0,0
5038,3757,1500,2,0,596,5,4,3,1,0,0
5039,815,826,618,0,366,1,4,3,40,2,0
5040,3758,239,2,0,513,1,1,0,5,8,0
5041,3759,11,2,376,5,1,3,0,25,3,0
5042,1070,7,16,0,253,1,1,0,2,8,0
5043,3760,132,619,38,119,1,1,0,13,3,0
5044,3761,1501,2,0,5,2,1,0,0,2,0
5045,3762,1502,2,0,5,1,3,1,40,5,0
5046,2305,59,2,0,998,1,2,1,83,6,0
5047,3763,11,185,0,127,3,3,0,54,1,0
5048,3764,1110,0,0,453,1,3,1,2,0,0
5050,3765,1503,2,0,29,1,1,0,17,3,0
5051,56,323,2,0,27,4,4,1,16,12,0
5052,3766,362,43,0,5,2,1,0,0,2,0
5053,3767,1504,2,0,5,2,1,0,0,2,0
5054,3768,1505,620,377,5,1,2,5,43,7,0
5055,3769,214,2,0,92,1,2,1,2,6,0
5056,124,1506,126,0,5,1,3,0,49,6,0
5057,3770,114,2,0,468,2,1,0,0,2,0
5058,3771,1507,2,176,5,1,2,2,20,9,1
5059,3772,1317,0,0,547,1,2,0,84,0,0
5060,3773,0,0,0,299,1,4,0,1,0,0
5061,3774,184,501,159,478,1,0,1,31,37,0
5062,3775,1508,2,76,610,1,0,1,97,30,0
5063,3776,546,3,5,5,1,3,1,8,3,0
5064,3777,59,2,0,999,2,1,0,0,2,0
5065,29,74,2,0,9,1,4,3,37,1,0
5066,3778,242,2,0,744,1,1,0,0,2,0
5067,3779,309,2,0,163,2,1,0,0,2,0
5068,3780,1509,2,0,651,3,3,6,3,4,0
5069,3781,37,621,0,986,1,1,0,0,2,0
5070,3782,865,356,0,623,2,1,0,0,2,0
5071,3783,1326,622,0,5,1,2,2,5,32,0
5072,964,145,2,0,92,1,2,1,2,6,0
5073,3784,272,623,378,5,1,4,7,45,8,1
5074,3785,27,2,0,5,1,2,0,1,6,0
5075,3786,216,2,0,5,2,1,0,0,2,0
5076,418,362,25,0,5,1,3,1,11,9,0
5077,3787,926,102,0,118,2,4,3,12,1,0
5078,1989,1510,2,0,136,1,6,1,30,1,0
5079,3788,1511,624,0,419,1,4,3,82,11,0
5080,3789,20,2,0,975,1,1,1,9,6,0
5081,3790,1512,422,0,137,1,2,1,12,8,0
5082,3791,840,2,0,444,1,3,0,6,2,0
5083,3792,1309,2,0,5,1,6,1,3,4,0
5084,58,438,2,0,27,4,1,1,16,2,0
5085,3709,1205,2,0,5,2,1,0,0,2,0
5086,3793,26,3,0,3,1,3,1,2,3,0
5087,3794,7,2,0,577,1,2,0,11,8,0
5088,35,1513,2,0,27,4,1,1,16,2,0
5089,969,117,2,0,73,1,2,1,2,15,0
5090,58,481,2,0,27,4,1,1,16,2,0
5091,3795,7,2,0,57,1,4,0,2,8,0
5092,3796,27,111,0,5,1,4,1,1,28,0
5093,3797,11,25,0,805,1,1,0,0,2,0
5094,3798,11,2,0,400,1,1,0,9,3,0
5095,3799,114,2,0,468,2,1,0,0,2,0
5096,1911,0,135,0,0,1,1,0,9,1,0
5097,3800,233,2,0,5,2,1,0,0,2,0
5098,3801,1312,2,0,5,2,1,0,0,2,0
5099,3802,1514,2,0,5,2,1,0,0,2,0
5100,124,1169,2,0,5,1,2,1,43,0,0
5101,3803,114,135,0,0,1,1,0,0,2,0
5102,3804,121,2,0,5,1,4,1,0,2,0
5103,3805,0,117,0,0,1,1,0,0,23,0
5104,3806,32,2,0,537,2,1,0,0,2,0
5105,3807,114,34,0,0,1,1,0,0,8,0
5106,3808,1515,2,0,5,2,1,0,0,2,0
5108,1635,80,45,0,499,1,6,8,1,24,0
5109,1915,1504,625,0,623,2,1,0,0,2,0
5110,102,1174,2,0,237,1,3,1,84,9,0
5111,3809,407,2,0,934,1,4,7,3,7,0
5112,3810,72,3,0,3,1,3,1,2,3,0
5113,1067,1516,2,0,1000,1,2,0,83,2,0
5114,1536,11,16,131,193,1,2,0,2,8,0
5115,385,957,2,379,5,1,0,3,53,1,1
5116,3811,1081,126,380,5,1,3,2,64,6,0
5117,3812,7,407,0,140,1,5,1,48,10,0
5118,1164,114,103,0,0,2,0,0,0,2,0
5119,3813,1504,625,0,623,2,1,0,0,2,0
5120,3814,6,354,0,42,2,1,0,0,2,0
5121,3815,1517,626,0,623,2,1,0,0,2,0
5122,3816,167,2,0,450,1,2,2,5,31,0
5123,3817,1316,627,381,5,1,2,0,2,6,0
5124,3818,677,2,0,921,4,1,1,14,2,0
5125,3819,888,3,0,5,2,1,0,0,2,0
5126,3820,209,17,0,170,1,2,1,5,6,0
5127,29,132,2,0,9,1,4,3,6,1,0
5128,3821,272,2,0,170,1,2,1,5,6,0
5129,2123,1518,2,0,714,2,1,0,0,2,0
5130,3822,0,2,0,5,2,1,0,0,2,0
5131,3823,200,422,101,60,2,2,0,9,15,0
5132,3824,1519,2,0,5,2,1,0,0,2,0
5133,3825,1520,2,0,5,1,4,0,0,1,0
5134,3826,344,2,0,5,1,3,1,5,3,0
5135,3827,587,2,0,329,1,6,2,26,25,0
5136,3828,89,2,0,5,2,1,0,0,2,0
5137,3829,132,2,0,5,2,1,0,0,2,0
5138,2123,1521,2,0,714,2,1,0,0,2,0
5139,407,244,2,0,882,2,1,0,0,2,0
5140,3830,59,2,0,999,2,1,0,0,2,0
5141,2123,30,2,0,714,2,1,0,0,2,0
5142,3831,513,2,0,1001,2,1,0,11,3,0
5143,2123,1036,2,0,714,2,1,0,0,2,0
